"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0R150","2020-04-09 00:00:00","105.000","345.000","0.300","21.100","0.990","1003.100","","0.000","-99.000","-99.000","-99.000","28.800","","17.600",""
"C0S690","2020-04-09 00:00:00","522.000","0.000","0.200","18.100","0.910","957.900","","0.000","-99.000","-99.000","-99.000","22.400","","16.500",""
"C0U870","2020-04-09 00:00:00","474.000","0.000","0.000","16.000","0.880","964.400","","0.000","-99.000","-99.000","-99.000","17.900","","14.300",""
"C0A520","2020-04-09 00:00:00","48.000","49.000","2.700","19.300","0.810","1012.000","","0.000","-99.000","-99.000","-99.000","19.600","","16.700",""
"C0X130","2020-04-09 00:00:00","27.000","349.000","0.800","20.700","0.830","1012.800","","0.000","-99.000","-99.000","-99.000","28.000","","16.400",""
"C0V400","2020-04-09 00:00:00","56.000","55.000","1.700","20.700","0.880","1009.500","","0.000","-99.000","-99.000","-99.000","26.800","","16.200",""
"C0UA40","2020-04-09 00:00:00","1121.000","36.000","1.700","12.700","0.990","892.600","","0.500","-99.000","-99.000","-99.000","13.200","","10.000",""
"C0G720","2020-04-09 00:00:00","50.000","360.000","0.600","19.200","0.830","1010.300","","0.000","-99.000","-99.000","-99.000","24.600","","15.100",""
"C0G890","2020-04-09 00:00:00","24.000","15.000","2.100","19.600","0.840","1013.600","","0.000","-99.000","-99.000","-99.000","23.200","","16.600",""
"C0I540","2020-04-09 00:00:00","3344.000","-99.000","-99.000","1.500","1.000","681.600","","-99.000","-99.000","-99.000","-99.000","3.000","","0.100",""
"C0K390","2020-04-09 00:00:00","31.000","350.000","0.400","19.200","0.850","1013.000","","0.000","-99.000","-99.000","-99.000","24.200","","15.400",""
"C0T9A0","2020-04-09 00:00:00","498.000","0.000","0.000","16.300","0.990","961.100","","0.000","-99.000","-99.000","-99.000","20.900","","13.800",""
"C0AH40","2020-04-09 00:00:00","426.000","344.000","1.800","16.900","0.960","966.300","","0.000","-99.000","-99.000","-99.000","17.200","","15.400",""
"C0X280","2020-04-09 00:00:00","22.000","29.000","1.200","19.700","0.820","1014.300","","0.000","-99.000","-99.000","-99.000","24.000","","16.100",""
"C0V620","2020-04-09 00:00:00","18.000","9.000","0.800","20.900","0.920","1014.500","","0.000","-99.000","-99.000","-99.000","25.800","","16.500",""
"C0H960","2020-04-09 00:00:00","120.000","211.000","0.700","20.100","0.890","1001.200","","0.000","-99.000","-99.000","-99.000","25.500","","15.200",""
"C0M530","2020-04-09 00:00:00","1385.000","204.000","0.700","14.100","0.980","870.900","","0.000","-99.000","-99.000","-99.000","18.900","","12.600",""
"C0R170","2020-04-09 00:00:00","26.000","0.000","0.000","21.500","1.000","1013.700","","0.000","-99.000","-99.000","-99.000","28.400","","17.200",""
"C0I420","2020-04-09 00:00:00","305.000","0.000","0.000","19.600","0.880","981.400","","0.000","-99.000","-99.000","-99.000","25.600","","16.500",""
"C0A640","2020-04-09 00:00:00","241.000","0.000","0.000","16.300","0.930","992.200","","0.000","-99.000","-99.000","-99.000","17.500","","13.800",""
"C0A930","2020-04-09 00:00:00","216.000","172.000","0.400","16.700","0.990","991.500","","0.500","-99.000","-99.000","-99.000","17.400","","15.800",""
"C0F9M0","2020-04-09 00:00:00","230.000","307.000","0.600","19.300","0.900","989.700","","0.000","-99.000","-99.000","-99.000","24.000","","14.700",""
"C0AC40","2020-04-09 00:00:00","1079.000","88.000","4.600","11.800","0.990","895.500","","1.000","-99.000","-99.000","-99.000","11.800","","9.400",""
"C0T9M0","2020-04-09 00:00:00","92.000","316.000","1.900","20.600","0.860","1008.400","","1.000","-99.000","-99.000","-99.000","25.000","","18.200",""
"C0S960","2020-04-09 00:00:00","32.000","279.000","2.500","22.100","0.780","1013.000","","0.000","-99.000","-99.000","-99.000","25.400","","20.200",""
"C0K430","2020-04-09 00:00:00","30.000","17.000","0.900","18.700","0.930","1014.100","","0.000","-99.000","-99.000","-99.000","23.800","","15.800",""
"C0Z170","2020-04-09 00:00:00","199.000","0.000","0.100","19.800","0.980","996.300","","0.000","-99.000","-99.000","-99.000","23.300","","17.100",""
"C0Z100","2020-04-09 00:00:00","36.000","0.000","0.000","19.600","0.960","1014.900","","0.000","-99.000","-99.000","-99.000","25.400","","17.300",""
"C0U710","2020-04-09 00:00:00","1942.000","0.000","0.100","7.800","0.990","809.500","","0.000","-99.000","-99.000","-99.000","11.600","","6.600",""
"C0SA30","2020-04-09 00:00:00","92.000","296.000","1.800","20.900","0.790","1007.100","","0.000","-99.000","-99.000","-99.000","23.500","","18.900",""
"C0V500","2020-04-09 00:00:00","6.000","39.000","1.300","22.200","0.760","1014.200","","0.000","-99.000","-99.000","-99.000","25.400","","18.000",""
"CM0160","2020-04-09 00:00:00","159.000","0.000","0.200","18.700","0.870","999.600","","0.000","-99.000","-99.000","-99.000","26.700","","14.600",""
"C0V250","2020-04-09 00:00:00","298.000","15.000","1.000","19.100","0.980","981.900","","0.000","-99.000","-99.000","-99.000","28.700","","17.400",""
"C0E880","2020-04-09 00:00:00","507.000","170.000","0.500","17.500","0.990","958.600","","0.000","-99.000","-99.000","-99.000","20.300","","11.800",""
"C0AH10","2020-04-09 00:00:00","30.000","96.000","2.900","19.700","1.000","1013.800","","0.500","-99.000","-99.000","-99.000","20.200","","17.300",""
"C0R680","2020-04-09 00:00:00","13.000","40.000","0.500","22.300","0.830","1015.100","","0.000","-99.000","-99.000","-99.000","26.400","","21.900",""
"C0X210","2020-04-09 00:00:00","38.000","138.000","0.300","19.200","0.960","1010.400","","0.000","-99.000","-99.000","-99.000","25.700","","15.500",""
"C0D430","2020-04-09 00:00:00","87.000","0.000","0.000","16.500","0.980","1005.700","","0.000","-99.000","-99.000","-99.000","20.800","","15.100",""
"C0AD30","2020-04-09 00:00:00","20.000","135.000","1.900","19.400","0.790","1013.000","","0.000","-99.000","-99.000","-99.000","20.200","","17.100",""
"C0R240","2020-04-09 00:00:00","87.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0AI30","2020-04-09 00:00:00","26.000","103.000","3.700","19.200","0.930","1015.400","","0.000","-99.000","-99.000","-99.000","19.900","","17.100",""
"C0U960","2020-04-09 00:00:00","1885.000","355.000","0.900","8.100","0.990","816.000","","1.000","-99.000","-99.000","-99.000","10.800","","7.900",""
"C0T9E0","2020-04-09 00:00:00","415.000","14.000","0.500","17.600","0.910","971.100","","0.000","-99.000","-99.000","-99.000","21.400","","15.100",""
"C0D550","2020-04-09 00:00:00","1956.000","360.000","0.400","9.800","0.910","812.100","","0.000","-99.000","-99.000","-99.000","15.100","","8.200",""
"C0M760","2020-04-09 00:00:00","40.000","0.000","0.000","19.800","0.830","1012.200","","0.000","-99.000","-99.000","-99.000","25.500","","15.300",""
"C0O950","2020-04-09 00:00:00","4.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0F9A0","2020-04-09 00:00:00","425.000","203.000","0.600","18.900","0.850","967.900","","0.000","-99.000","-99.000","-99.000","24.800","","15.600",""
"C0A9F0","2020-04-09 00:00:00","35.000","111.000","2.000","18.900","0.860","1014.100","","0.000","-99.000","-99.000","-99.000","19.800","","16.800",""
"C0I460","2020-04-09 00:00:00","110.000","187.000","1.800","20.200","0.850","1004.000","","0.000","-99.000","-99.000","-99.000","25.300","","15.600",""
"C0E420","2020-04-09 00:00:00","19.000","353.000","0.800","18.000","0.780","1013.000","","0.000","-99.000","-99.000","-99.000","21.600","","16.200",""
"C0R190","2020-04-09 00:00:00","32.000","333.000","0.800","21.100","0.990","1012.100","","0.000","-99.000","-99.000","-99.000","28.200","","17.700",""
"C0I010","2020-04-09 00:00:00","1562.000","169.000","0.700","12.800","0.980","850.500","","0.000","-99.000","-99.000","-99.000","20.000","","11.500",""
"C0F930","2020-04-09 00:00:00","100.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0E820","2020-04-09 00:00:00","220.000","0.000","0.000","16.100","0.930","991.600","","0.000","-99.000","-99.000","-99.000","20.900","","13.400",""
"C0X180","2020-04-09 00:00:00","62.000","0.000","0.000","19.700","0.990","1008.300","","0.000","-99.000","-99.000","-99.000","27.700","","15.300",""
"C0ACA0","2020-04-09 00:00:00","25.000","81.000","1.200","18.900","0.860","1013.600","","0.000","-99.000","-99.000","-99.000","19.600","","16.600",""
"C0X260","2020-04-09 00:00:00","39.000","98.000","0.700","19.500","0.900","1012.500","","0.000","-99.000","-99.000","-99.000","25.600","","15.000",""
"C0K500","2020-04-09 00:00:00","12.000","58.000","0.400","18.900","0.890","1014.200","","0.000","-99.000","-99.000","-99.000","24.000","","15.800",""
"CM0010","2020-04-09 00:00:00","68.000","48.000","1.100","18.700","0.810","1010.200","","0.000","-99.000","-99.000","-99.000","19.500","","16.100",""
"C0O990","2020-04-09 00:00:00","18.000","0.000","0.100","20.000","0.990","1014.200","","0.000","-99.000","-99.000","-99.000","27.500","","15.900",""
"C0E430","2020-04-09 00:00:00","258.000","171.000","0.300","16.300","0.940","990.500","","0.000","-99.000","-99.000","-99.000","19.300","","13.900",""
"C0D390","2020-04-09 00:00:00","146.000","0.000","0.000","17.200","0.890","998.400","","0.000","-99.000","-99.000","-99.000","19.500","","15.100",""
"C0T9F0","2020-04-09 00:00:00","251.000","267.000","0.400","18.300","0.930","988.700","","0.000","-99.000","-99.000","-99.000","23.400","","16.400",""
"C0M740","2020-04-09 00:00:00","15.000","3.000","0.500","19.200","0.850","1014.300","","0.000","-99.000","-99.000","-99.000","24.300","","15.600",""
"C0SA10","2020-04-09 00:00:00","411.000","346.000","1.200","17.900","0.930","970.300","","0.000","-99.000","-99.000","-99.000","23.900","","15.700",""
"C0C660","2020-04-09 00:00:00","176.000","42.000","1.700","18.200","0.810","996.800","","0.000","-99.000","-99.000","-99.000","18.400","","15.800",""
"C0R620","2020-04-09 00:00:00","34.000","19.000","2.000","22.600","0.840","1013.100","","0.500","-99.000","-99.000","-99.000","26.700","","21.800",""
"C0R700","2020-04-09 00:00:00","19.000","46.000","2.500","21.200","0.840","1014.700","","0.000","-99.000","-99.000","-99.000","25.100","","19.800",""
"C0F0B0","2020-04-09 00:00:00","311.000","40.000","1.100","18.300","0.920","980.900","","0.000","-99.000","-99.000","-99.000","23.700","","14.500",""
"C0O970","2020-04-09 00:00:00","71.000","40.000","0.400","18.500","0.930","1008.300","","0.000","-99.000","-99.000","-99.000","28.400","","15.100",""
"C0F9P0","2020-04-09 00:00:00","26.000","30.000","1.400","19.300","0.810","1014.400","","0.000","-99.000","-99.000","-99.000","22.500","","16.400",""
"C0R560","2020-04-09 00:00:00","22.000","318.000","1.600","21.500","0.790","1014.600","","0.000","-99.000","-99.000","-99.000","27.100","","17.500",""
"C0X220","2020-04-09 00:00:00","26.000","342.000","1.400","19.400","0.820","1013.600","","0.000","-99.000","-99.000","-99.000","24.200","","15.300",""
"C0M680","2020-04-09 00:00:00","37.000","341.000","0.700","19.600","0.890","1014.000","","0.000","-99.000","-99.000","-99.000","25.900","","15.100",""
"C0S710","2020-04-09 00:00:00","382.000","19.000","1.700","18.200","0.940","974.600","","0.000","-99.000","-99.000","-99.000","22.100","","16.000",""
"C0F9T0","2020-04-09 00:00:00","111.000","326.000","0.900","19.200","0.820","1002.800","","0.000","-99.000","-99.000","-99.000","24.700","","15.200",""
"C0F9N0","2020-04-09 00:00:00","75.000","234.000","1.000","21.200","0.790","1007.500","","0.000","-99.000","-99.000","-99.000","26.600","","16.900",""
"C0G740","2020-04-09 00:00:00","24.000","16.000","0.900","19.300","0.810","1014.100","","0.000","-99.000","-99.000","-99.000","23.000","","16.800",""
"C0UA70","2020-04-09 00:00:00","547.000","13.000","5.200","15.100","0.990","955.900","","0.500","-99.000","-99.000","-99.000","15.100","","13.200",""
"C0AC60","2020-04-09 00:00:00","55.000","80.000","2.800","19.000","0.750","1010.600","","0.000","-99.000","-99.000","-99.000","19.700","","16.800",""
"C0R510","2020-04-09 00:00:00","31.000","321.000","1.100","21.900","0.790","1012.200","","0.000","-99.000","-99.000","-99.000","27.900","","17.900",""
"C0X060","2020-04-09 00:00:00","19.000","8.000","0.700","19.100","0.870","1015.900","","0.000","-99.000","-99.000","-99.000","26.900","","15.400",""
"C0E550","2020-04-09 00:00:00","84.000","278.000","0.700","16.900","0.950","1008.100","","0.000","-99.000","-99.000","-99.000","21.100","","15.000",""
"C0AI20","2020-04-09 00:00:00","25.000","115.000","2.600","18.100","0.850","1015.100","","0.000","-99.000","-99.000","-99.000","19.500","","18.000",""
"C0E740","2020-04-09 00:00:00","27.000","255.000","0.800","17.400","1.000","1007.900","","0.000","-99.000","-99.000","-99.000","22.100","","16.300",""
"C0R650","2020-04-09 00:00:00","29.000","298.000","0.300","21.600","0.990","1014.300","","0.000","-99.000","-99.000","-99.000","27.600","","17.900",""
"C0S750","2020-04-09 00:00:00","2280.000","126.000","0.300","8.300","0.900","774.700","","0.500","-99.000","-99.000","-99.000","14.200","","7.200",""
"C0I370","2020-04-09 00:00:00","671.000","0.000","0.000","18.300","0.910","941.700","","0.000","-99.000","-99.000","-99.000","24.100","","14.800",""
"C0K400","2020-04-09 00:00:00","65.000","0.000","0.000","19.400","0.900","1009.700","","0.000","-99.000","-99.000","-99.000","25.100","","15.000",""
"C0A650","2020-04-09 00:00:00","287.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0U750","2020-04-09 00:00:00","398.000","345.000","5.900","15.400","1.000","971.100","","0.000","-99.000","-99.000","-99.000","16.400","","14.300",""
"C0M730","2020-04-09 00:00:00","40.000","0.000","0.000","20.300","0.850","1011.200","","0.000","-99.000","-99.000","-99.000","27.900","","15.900",""
"C0Z061","2020-04-09 00:00:00","174.000","90.000","0.800","18.800","0.990","1000.800","","0.000","-99.000","-99.000","-99.000","23.700","","16.500",""
"C0R350","2020-04-09 00:00:00","35.000","17.000","1.400","21.400","0.870","1012.500","","0.000","-99.000","-99.000","-99.000","28.200","","20.900",""
"C0K550","2020-04-09 00:00:00","15.000","0.000","0.000","19.100","0.860","1015.400","","0.000","-99.000","-99.000","-99.000","24.500","","16.100",""
"C0C670","2020-04-09 00:00:00","250.000","17.000","1.000","16.900","0.810","988.300","","0.000","-99.000","-99.000","-99.000","17.300","","14.600",""
"C0A980","2020-04-09 00:00:00","11.000","171.000","2.500","19.100","0.810","1016.800","","0.000","-99.000","-99.000","-99.000","20.200","","16.000",""
"C0UA60","2020-04-09 00:00:00","566.000","317.000","1.400","15.700","0.950","952.500","","0.000","-99.000","-99.000","-99.000","21.800","","14.000",""
"C0V720","2020-04-09 00:00:00","15.000","56.000","1.100","23.000","0.720","1014.900","","0.000","-99.000","-99.000","-99.000","26.400","","18.800",""
"C0C480","2020-04-09 00:00:00","105.000","126.000","2.000","18.400","0.810","1004.600","","0.000","-99.000","-99.000","-99.000","19.000","","15.700",""
"C0S900","2020-04-09 00:00:00","27.000","69.000","1.600","22.800","0.860","1014.300","","1.500","-99.000","-99.000","-99.000","26.000","","22.500",""
"C0SA00","2020-04-09 00:00:00","466.000","298.000","1.400","17.300","1.000","964.200","","0.000","-99.000","-99.000","-99.000","22.400","","16.600",""
"C0V730","2020-04-09 00:00:00","33.000","357.000","1.800","21.900","0.840","1013.300","","0.000","-99.000","-99.000","-99.000","27.800","","17.700",""
"C0G730","2020-04-09 00:00:00","27.000","9.000","1.600","18.600","0.890","1014.300","","0.000","-99.000","-99.000","-99.000","23.000","","15.800",""
"C0Z300","2020-04-09 00:00:00","182.000","15.000","0.400","19.100","0.990","998.000","","0.000","-99.000","-99.000","-99.000","22.000","","16.600",""
"C0H9A0","2020-04-09 00:00:00","1595.000","204.000","0.900","12.100","0.900","848.000","","0.000","-99.000","-99.000","-99.000","19.100","","9.500",""
"C0S840","2020-04-09 00:00:00","22.000","275.000","1.900","19.900","0.940","1015.900","","0.000","-99.000","-99.000","-99.000","26.400","","18.900",""
"C0Z150","2020-04-09 00:00:00","27.000","223.000","1.300","20.500","0.930","1014.700","","0.000","-99.000","-99.000","-99.000","23.500","","17.500",""
"C0W170","2020-04-09 00:00:00","42.000","17.000","5.700","14.800","0.830","1013.800","","0.000","-99.000","-99.000","-99.000","16.600","","13.200",""
"C0M670","2020-04-09 00:00:00","43.000","121.000","1.200","19.600","0.830","1011.100","","0.000","-99.000","-99.000","-99.000","25.100","","15.200",""
"C0C630","2020-04-09 00:00:00","209.000","62.000","1.600","17.500","0.800","992.700","","0.000","-99.000","-99.000","-99.000","18.000","","15.300",""
"C0U980","2020-04-09 00:00:00","573.000","280.000","1.100","14.700","1.000","953.500","","0.000","-99.000","-99.000","-99.000","17.400","","12.800",""
"C0S740","2020-04-09 00:00:00","289.000","13.000","1.100","18.500","0.940","985.400","","0.000","-99.000","-99.000","-99.000","22.500","","16.300",""
"C0A940","2020-04-09 00:00:00","49.000","0.000","0.100","17.200","0.990","1012.900","","0.500","-99.000","-99.000","-99.000","18.600","","15.800",""
"C0A920","2020-04-09 00:00:00","196.000","113.000","2.000","17.100","0.940","994.700","","0.500","-99.000","-99.000","-99.000","17.800","","15.800",""
"C0T870","2020-04-09 00:00:00","135.000","0.000","0.000","18.000","0.990","1001.600","","0.000","-99.000","-99.000","-99.000","23.100","","16.100",""
"C0O930","2020-04-09 00:00:00","69.000","0.000","0.000","19.000","1.000","1008.300","","0.000","-99.000","-99.000","-99.000","28.500","","15.500",""
"C0AI40","2020-04-09 00:00:00","37.000","127.000","3.600","19.900","0.750","1013.400","","0.000","-99.000","-99.000","-99.000","20.400","","17.100",""
"C0C460","2020-04-09 00:00:00","482.000","0.000","0.000","15.600","0.960","962.400","","0.000","-99.000","-99.000","-99.000","21.000","","13.500",""
"C0T9D0","2020-04-09 00:00:00","7.000","272.000","0.600","18.700","0.930","1017.100","","0.000","-99.000","-99.000","-99.000","24.000","","17.400",""
"C0I390","2020-04-09 00:00:00","1184.000","0.000","0.000","15.100","0.990","888.500","","0.000","-99.000","-99.000","-99.000","20.400","","12.700",""
